sentence,joy,anticipation,fear,surprise,anger,sadness,trust,disgust
A boy pick up a rock at the beach.,0.9565577507019043,0.7167404890060425,0.038206782191991806,0.24832305312156677,0.016864508390426636,0.015032444149255753,0.39670342206954956,0.016080006957054138
He felt the texture and inspected it for smoothness.,0.8595350384712219,0.6462446451187134,0.10667350143194199,0.5415464043617249,0.03599713742733002,0.043953511863946915,0.44281792640686035,0.021537141874432564
The boy brought his arm back and waited for calm water.,0.44454053044319153,0.6233373880386353,0.2608589828014374,0.1653410792350769,0.043052975088357925,0.15000535547733307,0.3609841465950012,0.03622646629810333
During a lull he threw the stone and it skipped 11 times on the water.,0.23524132370948792,0.4910394847393036,0.27288809418678284,0.7101522088050842,0.10150118172168732,0.10222414135932922,0.07306010276079178,0.07947870343923569
"She did it over and over again, laughing.",0.8918312788009644,0.31397339701652527,0.04389631375670433,0.3111099302768707,0.04740302264690399,0.04247087985277176,0.2512844204902649,0.04316704347729683
My foot has been itching badly since I got that mosquito bite.,0.01780720055103302,0.4080335795879364,0.5151390433311462,0.45547741651535034,0.41571342945098877,0.6247327923774719,0.017423739656805992,0.4108907878398895
I have been scratching the bite all day long since I got it.,0.0734269991517067,0.39124542474746704,0.36983251571655273,0.3621862828731537,0.3292943239212036,0.46949321031570435,0.0392705500125885,0.402832567691803
The mosquito bit me on the bottom of my foot.,0.03694456070661545,0.405296266078949,0.7545773983001709,0.8746052980422974,0.3240145742893219,0.4378172755241394,0.034558460116386414,0.2649328112602234
The ointment I put on it didn't really help much.,0.030111894011497498,0.19255520403385162,0.2592257559299469,0.6756504774093628,0.3921203315258026,0.7229520678520203,0.05161351338028908,0.4150140583515167
"Tomorrow, I'll try putting a hot towel on it to decrease the swelling.",0.4011284410953522,0.5886510014533997,0.18560971319675446,0.1601034551858902,0.09737277030944824,0.19174371659755707,0.22147592902183533,0.09282403439283371
So she went to the store for free samples.,0.9420366287231445,0.8902887105941772,0.03763919696211815,0.20584110915660858,0.010235299356281757,0.024948783218860626,0.6115871071815491,0.010570787824690342
Turns out she liked one of them.,0.9642232060432434,0.4318300485610962,0.04092487320303917,0.6821332573890686,0.027927959337830544,0.01678713597357273,0.34102001786231995,0.015608339570462704
And it was cheaper than what she usually wore!,0.929107129573822,0.5562456846237183,0.02447562851011753,0.44720134139060974,0.017771249637007713,0.027207151055336,0.3945367634296417,0.013031709007918835
I was very excited to go downtown to do some shopping.,0.9641784429550171,0.9038717746734619,0.0343320332467556,0.1951807141304016,0.011340695433318615,0.023062346503138542,0.4911039173603058,0.009870284236967564
So I stayed home by myself all day instead.,0.11149930208921432,0.2365032136440277,0.13181261718273163,0.2451907992362976,0.4046463370323181,0.5958853363990784,0.04422544315457344,0.29774925112724304
The Sharks goalie was hurt and couldn't play.,0.017979642376303673,0.2481798529624939,0.6823582649230957,0.6513352394104004,0.7163844108581543,0.8523574471473694,0.031145745888352394,0.5049659013748169
Everyone cheered him on.,0.9558272957801819,0.45453697443008423,0.041332002729177475,0.5178743600845337,0.02702084556221962,0.028220633044838905,0.39060893654823303,0.016769137233495712
This Sunday I decided to try a new place.,0.9025270342826843,0.9183268547058105,0.0597798228263855,0.13443027436733246,0.014464250765740871,0.028642067685723305,0.5156428217887878,0.012207454070448875
He needed a good pair of jeans at the Mall.,0.34630078077316284,0.8380588889122009,0.09432748705148697,0.17581404745578766,0.06977838277816772,0.10748168081045151,0.1352774202823639,0.0457812137901783
After buying his jeans he walks by an animal shop and sees a dog.,0.49978312849998474,0.6120333671569824,0.23413661122322083,0.7510052919387817,0.04049500823020935,0.03779628127813339,0.1363329291343689,0.030781041830778122
Shawn buys the dog and the two become best friends.,0.9637771248817444,0.5932863354682922,0.03943413868546486,0.35302627086639404,0.01145491749048233,0.01873021386563778,0.5902822017669678,0.009304473176598549
When suddenly the flight was canceled due to bad weather.,0.017308512702584267,0.41689276695251465,0.7971934676170349,0.810400128364563,0.4298219084739685,0.7559479475021362,0.024914469569921494,0.30094361305236816
She was furious that he was late.,0.021361690014600754,0.2786010205745697,0.25432249903678894,0.4038906395435333,0.8348836898803711,0.6995007991790771,0.02014249935746193,0.595042884349823
He decided he had to get his hair cut.,0.1463996022939682,0.8929557204246521,0.3422640562057495,0.2853233516216278,0.11851029098033905,0.24438075721263885,0.06520144641399384,0.11840896308422089
He wasn't paying any attention to where he was going.,0.026842569932341576,0.4329686760902405,0.4312157928943634,0.5088880062103271,0.3486469089984894,0.48924005031585693,0.025310281664133072,0.34858259558677673
Matt walked on to the bus looked for a seat.,0.11043672263622284,0.8730744123458862,0.48321035504341125,0.22828273475170135,0.16275335848331451,0.24665629863739014,0.08598409593105316,0.12115330249071121
He could not find any open seat so he stood.,0.021473998203873634,0.3736681640148163,0.4854169189929962,0.5938576459884644,0.6661308407783508,0.7198302745819092,0.023581797257065773,0.4492592513561249
Matt told the person that he was being unfair.,0.03601880371570587,0.18570715188980103,0.3006601333618164,0.49768418073654175,0.8164390921592712,0.6176820397377014,0.026469852775335312,0.7243671417236328
The person shrugged and ignored Matt for the rest of his ride.,0.07984080910682678,0.15594582259655,0.1813187301158905,0.5769699811935425,0.6165039539337158,0.5465754866600037,0.06342292577028275,0.5465875864028931
Jennifer visited Florida with her grandparents.,0.9502546787261963,0.6839104294776917,0.029288699850440025,0.17262983322143555,0.009542398154735565,0.03359992057085037,0.5823322534561157,0.007543374318629503
"They stayed in a resort, and their room had a backyard.",0.9796409010887146,0.7171282768249512,0.0276328232139349,0.29862168431282043,0.010185928083956242,0.01758969947695732,0.624498724937439,0.00984741561114788
Jennifer woke up early one day and noticed cranes out back.,0.5807036757469177,0.6003068089485168,0.15867109596729279,0.6439529061317444,0.028031805530190468,0.07778492569923401,0.22071023285388947,0.01892818510532379
"Excited, she ran in to get bread.",0.9651269912719727,0.8253553509712219,0.051517363637685776,0.45116907358169556,0.010603183880448341,0.0140849519520998,0.49273496866226196,0.011931998655200005
She had a boyfriend named Alain,0.3077964782714844,0.34352579712867737,0.21800881624221802,0.37357309460639954,0.08784151077270508,0.2631124258041382,0.14336547255516052,0.10064580291509628
She would constantly accuse him of cheating,0.02713911421597004,0.25260546803474426,0.29428619146347046,0.3142963945865631,0.7525733709335327,0.561501145362854,0.02095116302371025,0.6524079442024231
Alain reassured martha of his love for her and they were happy.,0.9678672552108765,0.34849420189857483,0.034754153341054916,0.2602325975894928,0.01591022126376629,0.03687732294201851,0.7080676555633545,0.013342826627194881
Nora was devastated!,0.05857931077480316,0.2710862159729004,0.5151867866516113,0.609571635723114,0.19398221373558044,0.6748102903366089,0.05984913557767868,0.163088858127594
"Then a neighbor returned the cat, which had been in his yard.",0.12873397767543793,0.2964397668838501,0.3655027151107788,0.6718856692314148,0.23644833266735077,0.34419628977775574,0.09878762066364288,0.17811879515647888
"He warned Nora that he had a male cat, but Nora only smiled.",0.21751976013183594,0.21888355910778046,0.22262947261333466,0.5792181491851807,0.14522743225097656,0.17633448541164398,0.11270324140787125,0.0934038981795311
She wasn't worried because she had had her cat fixed!,0.9447277188301086,0.5813282132148743,0.04899325966835022,0.47126883268356323,0.020704371854662895,0.02694820985198021,0.5996524095535278,0.01587391085922718
She keeps a close eye on it.,0.914111852645874,0.652102530002594,0.09261820465326309,0.09867525845766068,0.020073922351002693,0.03250059485435486,0.6951227784156799,0.017869019880890846
Her books fell all over the sidewalk.,0.021726740524172783,0.21381698548793793,0.5492627620697021,0.7634252905845642,0.6600798964500427,0.6695295572280884,0.01551521010696888,0.5428644418716431
While searching for a new bag she found a very beautiful one.,0.963512659072876,0.6335998773574829,0.029606539756059647,0.5648605823516846,0.01300134789198637,0.022365031763911247,0.43880051374435425,0.010856710374355316
He invited his friends over to help him.,0.9741487503051758,0.8216065764427185,0.033442944288253784,0.4114731252193451,0.01044508721679449,0.02196592278778553,0.7141234874725342,0.011673860251903534
The work was done quickly.,0.9429307579994202,0.7315394282341003,0.0432104654610157,0.15114957094192505,0.016351966187357903,0.023154424503445625,0.5280879735946655,0.015878261998295784
I had my first kiss when I was 15.,0.977256178855896,0.6215212941169739,0.03711323440074921,0.5002005100250244,0.019945787265896797,0.04480479285120964,0.7080968618392944,0.018674956634640694
He was amazed at how good of a kisser I had become.,0.9648587107658386,0.4879921078681946,0.04966044798493385,0.7474291324615479,0.022937433794140816,0.02026517316699028,0.4314131736755371,0.016630692407488823
They decided to turn the spare bedroom into a nursery.,0.9722384214401245,0.8456940054893494,0.028403189033269882,0.25069132447242737,0.009566964581608772,0.023186149075627327,0.6755028367042542,0.0080513134598732
Julie took a large canvas tent out camping.,0.9765111804008484,0.7716585993766785,0.02248964086174965,0.12022314220666885,0.013980121351778507,0.017441218718886375,0.5324166417121887,0.016955479979515076
She loved the tent because it was so spacious.,0.9861190319061279,0.4911114573478699,0.012882648035883904,0.2936306893825531,0.012945760041475296,0.014725160785019398,0.5588561296463013,0.013890179805457592
Julie now uses a nylon tent when she goes camping.,0.9163451194763184,0.2784326672554016,0.018962737172842026,0.10242167115211487,0.03170672059059143,0.05225721746683121,0.42143329977989197,0.02287272922694683
His friends asked Tom who his favorite musician was.,0.8767314553260803,0.8171197772026062,0.06782060116529465,0.42864787578582764,0.011374452151358128,0.027153898030519485,0.4498423635959625,0.013901869766414165
Tom said Jimi Hendrix was the best guitar player in history.,0.9733811020851135,0.4778405725955963,0.01563764363527298,0.2798890769481659,0.016571607440710068,0.020165100693702698,0.5127374529838562,0.01633172295987606
She worked all night sewing her new hat.,0.7793515920639038,0.57657790184021,0.024205796420574188,0.07853762060403824,0.040081873536109924,0.08778217434883118,0.2528388798236847,0.038390349596738815
"At work, everyone complimented her unique hat.",0.9709955453872681,0.39015746116638184,0.016205327585339546,0.4425545930862427,0.02264423295855522,0.017083916813135147,0.5000411868095398,0.012077469378709793
"However, in his town all young men are expected to fish.",0.8806390166282654,0.6065464615821838,0.04093456268310547,0.27786752581596375,0.01761026121675968,0.022093268111348152,0.3512294292449951,0.018435493111610413
Davis decides that fishing is more fun than he thought.,0.8321710824966431,0.6762879490852356,0.0461842343211174,0.2712520658969879,0.0264540184289217,0.06087948754429817,0.37073513865470886,0.01430082879960537
It was a big bright spot.,0.44230788946151733,0.5111214518547058,0.32718798518180847,0.8871716260910034,0.060811690986156464,0.10764743387699127,0.10999677330255508,0.04104463756084442
Finally I decided to just put a chair over it.,0.16189979016780853,0.5052545666694641,0.128511443734169,0.1915559619665146,0.2023080587387085,0.3792152404785156,0.07269959151744843,0.18172304332256317
She hadn't asked for permission from her mother.,0.09014468640089035,0.49878618121147156,0.4365667700767517,0.4500889182090759,0.18515314161777496,0.48749980330467224,0.13959720730781555,0.12230969965457916
Kate was grounded for a week as a result.,0.01684286817908287,0.2588125169277191,0.5474144220352173,0.5255925059318542,0.8477461934089661,0.8116618394851685,0.018814336508512497,0.6719111800193787
Kate was stuck in the house watching boring daytime TV for a week.,0.05183809623122215,0.34868550300598145,0.13662189245224,0.1429019272327423,0.3933100998401642,0.6041081547737122,0.029662378132343292,0.3337850570678711
"We settled on a date, time, and place.",0.9235010743141174,0.9011666774749756,0.10463054478168488,0.22433127462863922,0.021549459546804428,0.036895621567964554,0.6896164417266846,0.025199810042977333
It was a party with many of our friends for my upcoming birthday.,0.9684232473373413,0.8513073325157166,0.05287710204720497,0.43053922057151794,0.010729270055890083,0.02526027150452137,0.5226721167564392,0.012480886653065681
"In actuality, the job mostly involved sitting around for hours on end.",0.37856540083885193,0.5061734914779663,0.0866137444972992,0.252067893743515,0.10844959318637848,0.2428790181875229,0.13724644482135773,0.08479996025562286
Overall Ynez was satisfied with her work.,0.9708488583564758,0.34679892659187317,0.021649235859513283,0.20723575353622437,0.025649147108197212,0.03094477951526642,0.5533676147460938,0.01742490753531456
He was anxious about starting it.,0.5237360596656799,0.9545097947120667,0.400238573551178,0.1720430552959442,0.016733307391405106,0.07484279572963715,0.334343820810318,0.049755048006772995
"On his first day, he met a beautiful woman that he talked to.",0.9697242975234985,0.6747488975524902,0.053766582161188126,0.5925050377845764,0.01119210198521614,0.021327359601855278,0.6195282340049744,0.011236182413995266
"He totaled forgot about his nervousness, and focused on her.",0.3238461911678314,0.6948093175888062,0.49541181325912476,0.5661017298698425,0.05458182841539383,0.1730596423149109,0.22954726219177246,0.04594368487596512
Roger was okay though he only got a few bruises.,0.21379806101322174,0.34678560495376587,0.563145101070404,0.8347406983375549,0.20350807905197144,0.4412030577659607,0.12383772432804108,0.11977043002843857
Teddy had a passion.,0.9741771221160889,0.6315532326698303,0.023769017308950424,0.11652731895446777,0.010000230744481087,0.016937939450144768,0.5141245722770691,0.010558336973190308
Teddy got elected and become the president.,0.9647594094276428,0.8148065805435181,0.04413539543747902,0.5229305624961853,0.013871668837964535,0.0214174035936594,0.6378300786018372,0.009542826563119888
She had a heart condition that made it hard for her to play roughly.,0.027734115719795227,0.36760759353637695,0.5847190618515015,0.17882147431373596,0.3333142399787903,0.7292909622192383,0.04415254294872284,0.35730499029159546
Jack was beginning to worry that he might never find it.,0.029103249311447144,0.819499135017395,0.8217679262161255,0.5411616563796997,0.15158823132514954,0.5299094319343567,0.07170290499925613,0.21599571406841278
"When I looked into the food, I found out that it was raw.",0.09627231955528259,0.27616599202156067,0.1730247288942337,0.8131625056266785,0.30820298194885254,0.4758913815021515,0.04235305264592171,0.24311299622058868
The manager gave me a refund.,0.13998153805732727,0.2644246816635132,0.27460265159606934,0.5804117918014526,0.4639102518558502,0.5210936665534973,0.07574635744094849,0.3315502405166626
She starts with putting the dough on the pan.,0.8837110996246338,0.7750289440155029,0.057368114590644836,0.25761812925338745,0.01585124433040619,0.02649819850921631,0.415663480758667,0.025755994021892548
Then she adds the chocolate chips.,0.8985919952392578,0.4754052758216858,0.031447555869817734,0.16441349685192108,0.022844398394227028,0.030786843970417976,0.43578317761421204,0.020768169313669205
My mother bought my son 20 books.,0.9074642062187195,0.4685683250427246,0.03177983686327934,0.3311150372028351,0.01679636910557747,0.03917575255036354,0.40784910321235657,0.013694075867533684
He'd spend hours kicking it around his yard.,0.9317160844802856,0.6026867628097534,0.016708901152014732,0.18968336284160614,0.021336790174245834,0.015873217955231667,0.34842389822006226,0.017565984278917313
One day he accidentally kicked it into his new neighbor's yard.,0.11734549701213837,0.2730044424533844,0.2348753809928894,0.7773439884185791,0.31358596682548523,0.26226380467414856,0.03278109431266785,0.2127351015806198
Several people were walking around the mall.,0.33380815386772156,0.7825395464897156,0.2935287654399872,0.41294917464256287,0.054076120257377625,0.05987391248345375,0.12293410301208496,0.04998460412025452
A 12 year old kid was walking around with a butcher knife.,0.10848909616470337,0.5753667950630188,0.530707836151123,0.3446839451789856,0.27825772762298584,0.25608888268470764,0.04990642890334129,0.31772562861442566
Several people noticed and decided to run away.,0.033452942967414856,0.36738327145576477,0.7682483196258545,0.8322189450263977,0.44700124859809875,0.4247336983680725,0.02526688203215599,0.37390172481536865
"In addition, the security guards noticed the kid.",0.06715497374534607,0.4695950746536255,0.711889922618866,0.7092773914337158,0.31063079833984375,0.38856232166290283,0.03779624029994011,0.27783966064453125
Gordo begins drinking due to stress.,0.0310961976647377,0.4723057746887207,0.7155329585075378,0.20697015523910522,0.3917377293109894,0.7618141174316406,0.035232700407505035,0.4655449688434601
There was a man who scavenged the streets in search for lost change.,0.09249995648860931,0.62139493227005,0.40044260025024414,0.1622207760810852,0.21896176040172577,0.4459315240383148,0.07394210249185562,0.2584933936595917
This quarter made the 50th dollar he found that year.,0.9382312893867493,0.5078612565994263,0.02465667761862278,0.6672526597976685,0.02899274230003357,0.05716123431921005,0.4077756106853485,0.015639333054423332
The man figured at that rate he'll have $60 by December.,0.8071585297584534,0.6831845045089722,0.09273625910282135,0.6984195113182068,0.025816267356276512,0.06264843791723251,0.30625995993614197,0.024561461061239243
She had many different friends she chatted with daily.,0.8608589172363281,0.6154270768165588,0.03453782945871353,0.09059122949838638,0.015325050801038742,0.031081583350896835,0.47888436913490295,0.017364157363772392
Lori deleted Ashlynn from Facebook.,0.03538496047258377,0.22683770954608917,0.39615097641944885,0.6196403503417969,0.7711662650108337,0.7155036926269531,0.02745046652853489,0.6778347492218018
"He tried to catch one, without success.",0.20537130534648895,0.7564647197723389,0.6100372672080994,0.715196430683136,0.10966828465461731,0.17437712848186493,0.10476109385490417,0.09124639630317688
My friend said he knew that would be the case.,0.34645429253578186,0.584743082523346,0.41262465715408325,0.661415696144104,0.07411733269691467,0.22320756316184998,0.3032355308532715,0.04186182841658592
There was a snake in the grass.,0.02475392259657383,0.678191065788269,0.8273072242736816,0.7983493804931641,0.19188055396080017,0.32718729972839355,0.03419782593846321,0.30767738819122314
Todd passed over the snake.,0.7504256367683411,0.8081276416778564,0.20632751286029816,0.4646033048629761,0.028746897354722023,0.053910475224256516,0.41811317205429077,0.03651187941431999
Tom was having a great day.,0.9763670563697815,0.4845709800720215,0.017101380974054337,0.21236062049865723,0.016525736078619957,0.016937050968408585,0.49142637848854065,0.00941961258649826
After lunch on the way home tom felt a tremble.,0.08920874446630478,0.7957804799079895,0.8332564830780029,0.5697183609008789,0.08133945614099503,0.3186536729335785,0.10281264781951904,0.14515750110149384
His stomach was about to explode!,0.024435454979538918,0.6382375955581665,0.8082972168922424,0.7641090750694275,0.2090623825788498,0.4653376340866089,0.028737489134073257,0.20449712872505188
Late last night I woke up when I heard a noise.,0.1811268925666809,0.6930409669876099,0.6497061252593994,0.8629973530769348,0.10546565055847168,0.11428043246269226,0.09403863549232483,0.0903782993555069
It was very dark and scary in my room.,0.03423140570521355,0.6510376930236816,0.7921268939971924,0.5538272261619568,0.1663549840450287,0.3308620750904083,0.05207455903291702,0.21710063517093658
My friend had been hiding in there the whole time.,0.02717905305325985,0.5024400353431702,0.778647243976593,0.6457976698875427,0.34412047266960144,0.4353538155555725,0.03583872318267822,0.34805023670196533
He didn't want to replace it.,0.019339866936206818,0.310006707906723,0.22929437458515167,0.3652695119380951,0.560279905796051,0.7701830863952637,0.028425876051187515,0.45186859369277954
After a while it kept breaking too much.,0.027493758127093315,0.2852488160133362,0.438023179769516,0.41888439655303955,0.4841060936450958,0.7947543859481812,0.025373976677656174,0.37340012192726135
Mary also helped prepare Samantha for her upcoming test.,0.9129709601402283,0.8326289653778076,0.05713473632931709,0.11840403825044632,0.01003196556121111,0.026000885292887688,0.6324563026428223,0.013279760256409645
I just wanted to stop working and go home.,0.03838275372982025,0.487120121717453,0.30711907148361206,0.21621456742286682,0.437732070684433,0.7936901450157166,0.04275938495993614,0.357241153717041
There was a security guard talking to me.,0.07050501555204391,0.6839269399642944,0.7102211713790894,0.5862830877304077,0.27482566237449646,0.243622288107872,0.05974145233631134,0.1726168692111969
My friend was with me.,0.8672155141830444,0.6240388751029968,0.14377227425575256,0.26336169242858887,0.017011508345603943,0.04339074343442917,0.6172394752502441,0.0092410733923316
She went for a long time.,0.9601345062255859,0.653010368347168,0.030390821397304535,0.13653810322284698,0.014201588928699493,0.028567075729370117,0.6360012292861938,0.01613764837384224
Tim went surfing.,0.9419301152229309,0.67059326171875,0.018801109865307808,0.07992811501026154,0.016107862815260887,0.027522604912519455,0.38148215413093567,0.011665115132927895
Tom needed to get rid of some mice.,0.04717076197266579,0.7183387875556946,0.40868157148361206,0.26341524720191956,0.23161740601062775,0.37296009063720703,0.03953276947140694,0.23804427683353424
His friend suggested he try adopting a cat or two.,0.9116262793540955,0.7499432563781738,0.07245894521474838,0.2597544491291046,0.012705105356872082,0.03071712516248226,0.6163098216056824,0.008099665865302086
Andy went to the fridge to get some milk.,0.589620053768158,0.7120168805122375,0.05582961067557335,0.08379120379686356,0.04613768681883812,0.06587447971105576,0.31552883982658386,0.03636932000517845
Shawn knew he should have brought a flashlight!,0.21882744133472443,0.6832419037818909,0.42728978395462036,0.8162195086479187,0.056942787021398544,0.12411575019359589,0.11500108987092972,0.04208323732018471
Kay was new to using coupons when shopping.,0.87408047914505,0.7669028639793396,0.05468453839421272,0.12050998955965042,0.011261273175477982,0.02262291871011257,0.44095250964164734,0.010522053577005863
At checkout she was tired so she went quickly.,0.5377775430679321,0.7615858316421509,0.11580692231655121,0.16054373979568481,0.03943507745862007,0.08775459229946136,0.3015148341655731,0.03288787975907326
Kay was upset since the coupons would have saved her $5.,0.03952403366565704,0.19536113739013672,0.1547623723745346,0.518000066280365,0.621574878692627,0.7445748448371887,0.04169109836220741,0.4209690988063812
Tom loved to drunk alcohol.,0.5279766917228699,0.37273359298706055,0.06642038375139236,0.10837315022945404,0.09822217375040054,0.12005852162837982,0.1075124442577362,0.1214747354388237
He also loved to drink and drive.,0.965008020401001,0.4020756185054779,0.017880765721201897,0.11142665892839432,0.01768982969224453,0.0192592591047287,0.4453563690185547,0.014525453560054302
Tom decided to get more careless one day.,0.14374031126499176,0.6571309566497803,0.30130189657211304,0.25829556584358215,0.19551855325698853,0.29082417488098145,0.08040791004896164,0.24490375816822052
Tom drive straight into a tree.,0.03318321332335472,0.4906647205352783,0.8778374791145325,0.8234500288963318,0.36437204480171204,0.3972461223602295,0.04153337702155113,0.2692375183105469
Jack was taking an important test.,0.23095177114009857,0.9437694549560547,0.564858615398407,0.15966416895389557,0.04583612084388733,0.17794719338417053,0.20377467572689056,0.08723168820142746
He had a bad feeling about his answers.,0.00843610055744648,0.45717325806617737,0.44305798411369324,0.3655838966369629,0.6469617486000061,0.7797584533691406,0.02015535533428192,0.5887816548347473
Jack was instantly relieved to see he got a 99%.,0.9782533049583435,0.5185838937759399,0.03350057825446129,0.8431704044342041,0.02526770532131195,0.025192158296704292,0.6183354258537292,0.01608145609498024
It was exceptionally hot outside.,0.11363884806632996,0.44387325644493103,0.21537145972251892,0.4383188784122467,0.19322426617145538,0.14313626289367676,0.03554191440343857,0.11697961390018463
Everyday Biscuit hopped at the glass hoping to be chosen.,0.7936297059059143,0.879089891910553,0.15469448268413544,0.5202256441116333,0.025242507457733154,0.03870902955532074,0.2958342730998993,0.04630590230226517
I realized the dog had chewed through the hose.,0.02477940544486046,0.24148474633693695,0.6595550775527954,0.8784208297729492,0.5436211228370667,0.6468387246131897,0.02837364189326763,0.38462918996810913
I ended up renting a power washer instead.,0.6222546100616455,0.41479212045669556,0.02900911495089531,0.3723636269569397,0.06462270021438599,0.12435151636600494,0.19007273018360138,0.05233251303434372
The viewers hoped there would be a season 2.,0.9397929906845093,0.8759960532188416,0.09530480206012726,0.5646546483039856,0.01494504977017641,0.054765697568655014,0.5455292463302612,0.015852123498916626
She is on it during class instead of paying attention.,0.04468435049057007,0.3950120508670807,0.4092479944229126,0.1866520345211029,0.5450929999351501,0.42105671763420105,0.0336405374109745,0.5512581467628479
Her grades have been steadily declining as a result.,0.02663462422788143,0.31601661443710327,0.410770446062088,0.18827314674854279,0.5353027582168579,0.8241109251976013,0.03579000011086464,0.4797993302345276
Her parents took her phone away from her until she gets her grades up.,0.024787582457065582,0.27966028451919556,0.5478112101554871,0.43499237298965454,0.7369392514228821,0.8388914465904236,0.03160109743475914,0.5818962454795837
